,Address,Neighborhood,Bed Rooms,Full Baths,Half Baths,Style,Year Built,Lot Size,Original Price,Last Price,Sold Price,Sold Date,Days on Market,Property Marketing Period
121,Winfield Rd,Pretty Brook Area,4,5,1,Colonial,1950,2.18,"$2,050,000.00","$1,895,000.00","$1,753,089.00",5/23/19,103,246
20,Hageman Ln,Pretty Brook Area,5,4,3,Colonial,2000,4.19,"$1,950,000.00","$1,950,000.00","$1,764,000.00",5/10/19,6,6
36,Mercer St,Institute,5,3,1,Colonial,1890,0.21,"$1,795,000.00","$1,795,000.00","$1,795,000.00",7/1/19,8,8
107,Library Pl,Western Section,5,5,2,Traditional,1888,0.46,"$2,595,000.00","$1,898,000.00","$1,795,000.00",9/10/19,29,1114
19,Frederick Ct,Pretty Brook Area,5,5,2,French,2004,4.74,"$2,795,000.00","$1,799,888.00","$1,810,000.00",1/2/19,89,274
144,Library Pl,Western Section,6,3,1,Victorian,1874,0.36,"$2,399,000.00","$1,879,000.00","$1,840,000.00",6/11/19,362,362
60,Philip Dr,Riverside,5,5,1,Colonial,2019,0.58,"$1,999,900.00","$1,995,000.00","$1,862,500.00",8/15/19,43,43
25,Howe Cir,Riverside,5,5,2,Colonial,2008,0.69,"$1,895,000.00","$1,895,000.00","$1,895,000.00",8/14/19,9,9
80,Westcott Rd,Western Section,6,5,2,Colonial,1926,1.75,"$2,250,000.00","$2,250,000.00","$1,900,000.00",10/22/19,149,149
536,Prospect Av,Riverside,6,6,1,Colonial,2018,0.62,"$2,449,000.00","$1,999,000.00","$1,922,500.00",6/28/19,204,389
37,Pheasant Hill,Pretty Brook Area,5,4,2,Cape,1963,2.21,"$2,195,000.00","$2,195,000.00","$1,935,947.00",6/21/19,46,46
36,Paul Robeson Pl,Princeton Center,3,3,1,Townhome,2013,NA,"$1,999,999.00","$1,999,999.00","$1,975,000.00",6/27/19,14,14
528,Prospect Av,Riverside,5,7,0,Traditional,2019,0.62,"$2,000,000.00","$2,000,000.00","$1,975,000.00",9/27/19,52,52
142,Hodge Rd,Western Section,6,6,3,Colonial,1904,1.3,"$3,200,000.00","$2,495,000.00","$2,075,000.00",3/1/19,188,635
94,Library Pl,Western Section,5,4,1,Colonial,1905,0.5,"$2,395,000.00","$2,395,000.00","$2,150,000.00",9/13/19,85,85
109,Littlebrook Rd,Littlebrook,5,6,1,Colonial,2018,3.42,"$2,495,000.00","$2,495,000.00","$2,175,000.00",4/11/19,323,323
61,Adams Dr,Riverside,4,3,1,Contemp,1962,0.59,"$2,195,000.00","$2,195,000.00","$2,195,000.00",6/20/19,18,18
92,Battle Rd,Institute,4,5,1,Colonial,2018,0.52,"$2,299,000.00","$2,299,000.00","$2,230,000.00",7/31/19,161,161
141,Hunt Dr,Pretty Brook Area,5,4,1,French,1969,2.34,"$2,285,000.00","$2,285,000.00","$2,290,000.00",11/15/19,42,42
17,Katies Pond Rd,Pretty Brook Area,5,4,1,Colonial,2000,2.13,"$2,795,000.00","$2,795,000.00","$2,400,000.00",6/17/19,206,206
259,Edgerstoune Rd,Hun Area,5,5,1,Colonial,2019,0.74,"$2,450,000.00","$2,450,000.00","$2,510,000.00",9/26/19,37,37
54,Lafayette Rd W,Western Section,4,5,1,Colonial,2004,0.7,"$2,695,000.00","$2,695,000.00","$2,550,000.00",7/31/19,29,29
53,Hun Rd,Hun Area,5,6,1,Colonial,2009,1.09,"$3,095,000.00","$2,795,000.00","$2,595,000.00",8/12/19,436,436
22,Heather Ln,Pretty Brook Area,4,4,1,Contemp,1950,4.54,"$2,675,000.00","$2,675,000.00","$2,600,000.00",10/1/19,24,24
156,Philip Dr,Riverside,5,4,1,Traditional,1950,0.49,"$2,850,000.00","$2,850,000.00","$2,725,000.00",8/1/19,29,29
627,Kingston Rd,Riverside,6,6,2,Traditional,2006,1.77,"$3,195,000.00","$3,195,000.00","$2,795,000.00",9/6/19,76,76
210,Cherry Hill Rd,Princeton Ridge,8,6,2,Traditional,1960,5.54,"$2,900,000.00","$2,900,000.00","$2,800,000.00",10/4/19,79,79
75,Cleveland Ln,Western Section,6,6,2,Normandy,1900,0.52,"$4,898,000.00","$3,995,000.00","$3,000,000.00",8/5/19,345,762
49-J,Palmer Sq W,Princeton Center,0,1,0,Flat,86,NA,"$275,000.00","$275,000.00","$265,000.00",12/10/18,33,33
49-K,Palmer Sq W,Princeton Center,0,1,0,Flat,86,NA,"$280,000.00","$280,000.00","$265,000.00",10/16/18,140,140
44-A,Nassau St,Princeton Center,0,1,0,Flat,86,NA,"$275,000.00","$275,000.00","$275,000.00",3/23/18,32,32
9-D,Palmer Sq W,Princeton Center,0,1,0,Flat,86,NA,"$315,000.00","$315,000.00","$280,000.00",4/20/18,12,12
9-W,Palmer Sq W,Princeton Center,0,1,0,Flat,86,NA,"$315,000.00","$315,000.00","$292,000.00",7/31/18,75,75
57,David Brearly Ct,Griggs Farm,2,1,1,Townhome,27,0.08,"$320,000.00","$320,000.00","$320,000.00",6/19/18,1,1
101,William Patterson Ct,Griggs Farm,3,2,1,Townhome,27,0.08,"$360,000.00","$360,000.00","$360,000.00",10/26/18,32,32
330,N Harrison St,Princeton Center,2,2,0,Flat,28,NA,"$385,000.00","$385,000.00","$376,000.00",7/20/18,17,17
71,David Brearly Ct,Griggs Farm,3,2,1,Townhome,27,0.08,"$390,000.00","$375,000.00","$390,000.00",7/17/18,53,53
142,Spruce St,Princeton Center,2,1,0,Twin,78,0.14,"$570,000.00","$570,000.00","$410,000.00",8/23/18,43,43
313,Brickhouse Rd,Washington Oaks,2,2,0,Flat,25,0.05,"$399,000.00","$419,999.00","$410,000.00",7/3/18,12,12
612,Brickhouse Rd,Washington Oaks,2,2,0,Flat,25,0.05,"$429,000.00","$419,000.00","$413,000.00",9/17/18,55,55
322,Brickhouse Rd,Washington Oaks,2,2,0,Flat,25,0.05,"$415,000.00","$415,000.00","$417,490.00",9/17/18,13,13
19,Lytle St,Princeton Center,2,1,1,Colonial,118,0.06,"$445,000.00","$445,000.00","$420,000.00",11/1/18,51,51
36-14,Moore St,Princeton Center,1,1,0,Condo,13,NA,"$419,000.00","$419,000.00","$420,000.00",5/31/18,6,6
36,Wilton St,Riverside,3,1,1,Twin,113,0.07,"$399,000.00","$399,000.00","$422,000.00",9/13/18,8,8
145,John St,Princeton Center,3,1,0,Colonial,98,0.06,"$449,900.00","$449,900.00","$425,000.00",4/27/18,4,4
46,Markham Rd,Riverside,3,1,1,Twin,92,0.06,"$475,000.00","$475,000.00","$456,000.00",2/7/18,18,18
37-2,Wiggins St,Princeton Center,2,1,0,Flat,107,0.17,"$575,000.00","$539,000.00","$482,500.00",6/25/18,133,133
149,Randall Rd,Littlebrook,4,2,1,Colonial,60,0.45,"$625,000.00","$550,000.00","$490,000.00",5/9/18,29,29
437,Ewing St,Princeton Center,4,2,0,Cape,66,0.25,"$575,000.00","$575,000.00","$500,000.00",11/29/18,3,3
22,Henderson Av,Western Section,3,1,1,Cape,68,0.27,"$560,000.00","$530,000.00","$500,000.00",5/31/18,90,90
52,McComb Rd,Campbell Woods,2,2,1,Townhome,21,0.43,"$565,000.00","$549,900.00","$510,000.00",2/1/18,119,119
230,William Livingston Ct,Griggs Farm,3,2,2,Townhome,20,NA,"$529,000.00","$529,000.00","$515,000.00",11/13/18,28,152
213,William Livingston Ct,Griggs Farm,3,2,1,End-Unit,20,NA,"$518,000.00","$500,000.00","$515,000.00",7/31/18,22,22
77,Red Hill Rd,Princeton Ridge,5,2,0,Ranch,68,0.55,"$499,900.00","$499,900.00","$525,000.00",5/1/18,21,21
64,Leigh Av,Princeton Center,3,1,1,Colonial,88,0.08,"$498,000.00","$498,000.00","$526,000.00",11/29/18,8,8
116,Leigh Av,Princeton Center,4,3,1,Twin,117,0.08,"$474,000.00","$474,000.00","$540,000.00",7/6/18,10,10
396,Mount Lucas Rd,Littlebrook,4,2,0,Cape,72,3.01,"$650,000.00","$650,000.00","$550,000.00",6/7/18,50,50
292,Ewing St,Town & Country,3,2,0,Ranch,70,0.17,"$525,000.00","$525,000.00","$550,000.00",4/12/18,5,5
732,Kingston Rd,Littlebrook,4,2,0,Cape,71,0.68,"$610,000.00","$589,000.00","$560,000.00",11/16/18,63,63
59,Dorann Ave,Littlebrook,2,2,0,Bungalow,64,0.24,"$599,000.00","$599,000.00","$560,000.00",9/26/18,19,19
172,S Harrison St,Riverside,3,1,1,Colonial,39,0.17,"$637,000.00","$600,000.00","$560,000.00",8/6/18,48,48
526,Brickhouse Rd,Washington Oaks,2,3,0,Flat,25,0.05,"$499,000.00","$499,000.00","$560,000.00",6/22/18,5,5
14,Cameron Ct,Queenston Common,2,2,1,Townhome,45,0.16,"$655,000.00","$599,000.00","$577,500.00",10/26/18,96,96
204,State Rd,Princeton Ridge,4,2,0,Cape,68,0.39,"$599,000.00","$599,000.00","$577,500.00",9/27/18,84,84
59,Wiggins St,Princeton Center,2,2,0,Flat,98,0.21,"$550,000.00","$550,000.00","$580,000.00",6/29/18,8,8
73,Birch Av,Princeton Center,3,3,0,Colonial,98,0.06,"$560,000.00","$560,000.00","$581,000.00",7/10/18,5,5
379,Ewing St,Princeton Center,3,3,0,Cape,63,0.25,"$585,000.00","$585,000.00","$585,000.00",12/18/18,7,7
49,Wiggins St,Princeton Center,4,2,1,Twin,118,0.1,"$599,000.00","$599,000.00","$585,000.00",10/25/18,10,10
707,Kingston Rd,Riverside,3,2,0,Cape,75,0.46,"$685,000.00","$599,000.00","$589,900.00",11/15/18,139,139
39,Park Pl,Princeton Center,4,3,0,Other,118,0.06,"$785,000.00","$725,000.00","$597,000.00",8/8/18,83,83
57,Gordon Way,Queenston Common,3,2,1,Townhome,45,0.16,"$620,000.00","$620,000.00","$600,000.00",10/13/18,7,7
1-3E,Markham Rd,Riverside,2,2,0,Flat,33,0.03,"$650,000.00","$620,000.00","$600,000.00",9/14/18,124,124
170,Terhune Rd,Town & Country,4,2,0,Ranch,58,0.31,"$599,000.00","$599,000.00","$600,000.00",4/30/18,7,7
35,Benjamin Rush Ln,Washington Oaks,2,2,1,Townhome,24,0.05,"$619,000.00","$619,000.00","$600,000.00",1/19/18,24,24
24,Cameron Ct,Queenston Common,3,2,1,End-Unit,45,0.16,"$599,900.00","$599,900.00","$600,217.00",4/11/18,3,3
19,Oakland St,Princeton Center,3,2,0,Cape,66,0.17,"$548,000.00","$548,000.00","$610,000.00",7/13/18,7,7
52A,Patton Ave,Riverside,3,2,0,Twin,83,0.08,"$648,000.00","$628,000.00","$610,000.00",5/22/18,54,54
182-402,Nassau St,Princeton Center,2,2,0,Flat,34,NA,"$600,000.00","$600,000.00","$610,000.00",5/9/18,11,11
16,Benjamin Rush Ln,Washington Oaks,3,2,1,Townhome,24,0.05,"$649,000.00","$615,000.00","$610,000.00",2/9/18,115,115
724,Kingston Rd,Littlebrook,3,2,1,Ranch,61,0.58,"$625,000.00","$625,000.00","$612,500.00",7/24/18,11,11
84,Jefferson Rd,Princeton Center,3,2,0,Colonial,88,0.17,"$649,900.00","$629,900.00","$615,000.00",6/20/18,75,75
403,Mount Lucas Rd,Littlebrook,3,1,1,Bungalow,68,1.22,"$659,000.00","$639,000.00","$615,000.00",4/17/18,154,154
3,Hornor Ln,Littlebrook,3,1,1,Contemp,63,0.21,"$645,000.00","$645,000.00","$627,500.00",6/29/18,13,13
27,Gordon Way,Queenston Common,2,2,1,Townhome,45,0.16,"$659,999.00","$649,900.00","$635,000.00",8/14/18,29,29
61,Pine St,Princeton Center,2,1,1,End-Unit,38,0.04,"$639,000.00","$639,000.00","$639,000.00",12/28/18,7,7
53,Wilton St,Riverside,3,1,1,Split,64,0.17,"$725,000.00","$699,000.00","$650,000.00",1/19/18,11,11
20,Gordon Way,Queenston Common,3,2,1,End-Unit,45,0.16,"$599,000.00","$599,000.00","$652,000.00",4/16/18,6,6
132,Snowden Ln,Littlebrook,4,2,0,Colonial,70,0.34,"$650,000.00","$650,000.00","$657,000.00",7/16/18,14,14
244,Hawthorne Av,Princeton Center,3,2,0,Ranch,72,0.17,"$725,000.00","$650,000.00","$662,500.00",11/15/18,67,109
39,Benjamin Rush Ln,Washington Oaks,3,2,1,Townhome,25,0.05,"$695,000.00","$695,000.00","$670,000.00",12/3/18,6,6
141,Harris Rd,Princeton Center,3,2,0,Cape,71,0.18,"$645,000.00","$645,000.00","$670,000.00",6/29/18,19,19
305,Rodney Ct,Washington Oaks,3,2,1,Townhome,25,0.05,"$640,000.00","$640,000.00","$670,000.00",6/20/18,5,5
6,Hutchinson Dr,Washington Oaks,3,2,1,Townhome,25,0.05,"$669,000.00","$669,000.00","$670,000.00",5/18/18,11,11
52,Maple St,Princeton Center,3,2,0,Colonial,87,0.14,"$760,000.00","$745,000.00","$675,000.00",11/8/18,342,342
131,Jefferson Rd,Princeton Center,4,1,1,Twin,90,0.1,"$725,000.00","$699,000.00","$680,000.00",10/1/18,99,99
33,Cameron Ct,Queenston Common,3,3,0,End-Unit,45,0.16,"$678,000.00","$678,000.00","$680,000.00",6/15/18,49,49
3,Wilkinson Way,Washington Oaks,3,3,1,Townhome,25,0.05,"$645,000.00","$645,000.00","$680,000.00",3/16/18,7,7
45,McComb Rd,Campbell Woods,3,2,1,Townhome,22,0.43,"$675,000.00","$675,000.00","$693,000.00",7/5/18,9,9
15,Okland St,Princeton Center,3,1,1,Colonial,108,0.17,"$699,000.00","$699,000.00","$695,000.00",8/31/18,9,9
588,Ewing St,Town & Country,4,2,0,Split,53,0.42,"$748,888.00","$699,000.00","$699,000.00",6/28/18,14,14
178,Mountain Ave,Western Section,4,3,0,Ranch,63,0.69,"$699,000.00","$699,000.00","$699,000.00",5/11/18,21,21
158,Neil Ct,Washington Oaks,3,2,1,End-Unit,25,0.06,"$678,000.00","$678,000.00","$700,100.00",4/18/18,4,4
350,Herrontown Rd,Littlebrook,4,3,0,Contemp,56,0.48,"$670,000.00","$670,000.00","$710,000.00",8/24/18,13,13
67,Harriet Dr,Littlebrook,3,2,0,Ranch,68,0.22,"$695,000.00","$675,000.00","$710,000.00",7/30/18,25,25
186,Elm Rd,Western Section,4,3,0,Split,62,0.46,"$779,000.00","$779,000.00","$710,000.00",4/12/18,61,61
136,Randall Rd,Riverside,4,2,0,Ranch,1960,0.58,"$829,000.00","$729,000.00","$710,000.00",11/6/19,132,132
92,Snowden Ln,Littlebrook,4,2,0,Cape,66,0.21,"$699,000.00","$699,000.00","$715,000.00",7/23/18,9,9
4,Torrey Ln,Princeton Center,3,3,1,End-Unit,11,0.2,"$718,000.00","$718,000.00","$718,000.00",7/31/18,7,7
28,McComb Rd,Campbell Woods,4,2,1,Townhome,23,0.43,"$675,000.00","$675,000.00","$720,000.00",11/13/18,6,6
212,Bullock Dr,Washington Oaks,3,2,1,End-Unit,25,0.09,"$718,000.00","$718,000.00","$723,000.00",8/22/18,15,15
35,Sergeant St,Riverside,3,2,1,End-Unit,33,0.12,"$818,000.00","$745,000.00","$725,000.00",8/2/18,61,335
51,Trewbridge Ct,Fieldwood Manors,3,3,1,Townhome,17,0.07,"$712,000.00","$712,000.00","$725,000.00",5/29/18,1,1
29,Green St,Princeton Center,5,3,0,Colonial,118,0.12,"$650,000.00","$650,000.00","$725,000.00",4/2/18,20,20
92,Overbrook Dr,Littlebrook,3,2,1,Ranch,62,1.22,"$749,888.00","$749,888.00","$725,000.00",3/20/18,120,120
18,Willow St,Princeton Center,3,2,1,Townhome,38,0.04,"$699,000.00","$699,000.00","$730,000.00",10/1/18,3,3
42,McComb Rd,Campbell Woods,3,2,1,End-Unit,22,0.43,"$735,000.00","$735,000.00","$735,000.00",12/18/18,12,12
101,Winant Rd,Hun Area,4,4,0,Ranch,66,0.7,"$695,900.00","$695,900.00","$735,000.00",5/4/18,13,13
72,Linden Ln,Princeton Center,3,2,1,Contemp,97,0.12,"$799,999.00","$799,999.00","$740,000.00",3/29/18,1,1
111,Saint Clair Ct,Washington Oaks,3,2,1,End Unit,25,0.09,"$719,990.00","$719,990.00","$740,188.00",6/28/18,7,7
68,Potters Run,Battlefield Area,5,2,1,Colonial,32,0.8,"$899,000.00","$849,900.00","$743,225.00",10/19/18,70,70
145,Ewing St,Princeton Center,3,2,0,Traditional,262,0.44,"$799,000.00","$735,000.00","$745,000.00",10/31/18,113,113
63,Van Dyke Rd,LIttlebrook,4,2,0,Other,71,3,"$750,000.00","$799,000.00","$750,000.00",8/27/18,1,1
3,Campbell Woods Way,Campbell Woods,3,2,1,End-Unit,22,0.43,"$714,900.00","$714,900.00","$750,000.00",6/20/18,35,35
48,Governors Ln,Littlebrook,4,3,1,Townhome,25,0.3,"$765,000.00","$765,000.00","$750,000.00",3/23/18,89,89
37,Heather Ln,Pretty Brook Area,4,3,0,Colonial,60,1.38,"$749,000.00","$749,000.00","$755,000.00",3/30/18,26,26
31,Maidenhead Rd,Fieldwood Manors,3,3,1,End-Unit,17,0.14,"$759,990.00","$759,990.00","$757,500.00",3/15/18,54,54
9,Governors Ln,Littlebrook,4,3,1,Townhome,22,0.3,"$765,000.00","$765,000.00","$760,000.00",9/24/18,13,13
884,Kingston Rd,Littlebrook,5,2,0,Cape,60,0.48,"$829,000.00","$774,900.00","$760,000.00",8/16/18,118,118
242,Bullock Dr,Washington Oaks,3,2,1,End Unit,25,0.09,"$715,000.00","$715,000.00","$760,000.00",7/18/18,11,11
287,Walnut Ln,Princeton Center,4,2,1,Split,64,0.29,"$765,000.00","$765,000.00","$765,000.00",7/5/18,10,10
29,Hamilton Ave,Princeton Center,3,2,0,Split,67,0.19,"$769,000.00","$769,000.00","$769,000.00",5/15/18,1,1
123,Shadybrook Ln,Littlebrook,4,2,1,Split,61,0.4,"$885,000.00","$799,000.00","$770,000.00",8/2/18,226,226
33,Monroe Ln,Littlebrook,4,2,0,Split,59,0.52,"$750,000.00","$750,000.00","$780,000.00",12/6/18,9,9
492,Kingston Rd,Littlebrook,4,2,1,Cape,63,0.64,"$899,900.00","$845,000.00","$780,000.00",4/9/18,32,32
108,Dempsey Ave,Town & Country,4,2,0,Ranch,58,0.38,"$819,000.00","$799,000.00","$781,000.00",6/19/18,68,68
67,Locust Ln,Littlebrook,4,2,1,Split,62,0.62,"$850,000.00","$789,000.00","$794,000.00",12/13/18,20,95
21,Elm Rd,Western Section,3,2,0,Cape,77,0.51,"$895,000.00","$825,000.00","$795,000.00",7/27/18,242,242
60,Monroe Ln,Littlebrook,4,3,0,Colonial,63,0.61,"$785,000.00","$785,000.00","$801,000.00",6/18/18,12,12
548,Stockton St,Battlefield Area,4,2,2,Colonial,61,1.03,"$799,999.00","$799,999.00","$802,100.00",5/18/18,16,16
55,Governors Ln,Littlebrook,4,3,1,End Unit,24,0.3,"$900,000.00","$836,000.00","$805,000.00",2/22/18,241,241
19,Constitution Hill W,Western Section,2,2,1,Contemp,37,0.78,"$895,000.00","$895,000.00","$805,000.00",2/8/18,110,110
394,Franklin Ave,Littlebrook,4,2,0,Cape,68,0.21,"$699,000.00","$699,000.00","$810,000.00",6/15/18,11,11
28,Scott Ln,Littlebrook,4,2,1,Split,67,0.23,"$949,900.00","$819,000.00","$810,000.00",3/12/18,20,130
293,RiversideDr,Riverside,4,2,1,Split,61,0.52,"$750,000.00","$750,000.00","$815,000.00",6/5/18,56,56
41,Stonewall Cir,Princeton Ridge,3,3,1,Twin,20,0.14,"$815,000.00","$815,000.00","$815,000.00",3/29/18,1,1
254,Moore St,Princeton Center,4,2,0,Cape,78,0.17,"$899,000.00","$799,000.00","$825,000.00",10/25/18,41,41
24,Deer Path,Littlebrook,3,2,1,Ranch,63,0.5,"$799,000.00","$799,000.00","$830,000.00",6/28/18,10,10
23,Jefferson Rd,Princeton Center,4,2,1,Twin,107,0.07,"$859,000.00","$859,000.00","$839,000.00",5/17/18,12,12
21,Jefferson Rd,Princeton Center,3,1,1,Twin,108,0.07,"$859,000.00","$859,000.00","$847,000.00",7/23/18,8,8
5,Greenview Ave,Princeton Center,2,2,1,Twin,5,NA,"$865,000.00","$865,000.00","$850,000.00",11/16/18,19,19
161,Laurel Rd,Town & Country,4,2,1,Colonial,51,0.28,"$899,000.00","$899,000.00","$850,000.00",8/29/18,29,29
215,Clover Ln,Littlebrook,3,2,1,Split,61,0.58,"$775,000.00","$775,000.00","$850,000.00",7/18/18,7,7
94,Wilson Rd,Western Section,2,2,1,Ranch,63,0.61,"$850,000.00","$850,000.00","$850,000.00",5/31/18,4,4
15,Governors Ln,Littlebrook,3,3,2,Colonial,21,0.3,"$995,000.00","$899,000.00","$859,000.00",1/10/18,233,233
68,Wiggins St,Princeton Center,3,2,2,Twin,88,0.17,"$899,000.00","$860,000.00","$860,000.00",11/28/18,97,97
61,Autumn Hill Rd,Littlebrook,3,3,1,Contemp,35,2.32,"$889,000.00","$889,000.00","$865,000.00",9/7/18,96,96
84,Hardy Dr,Princeton Ridge,5,3,0,Contemp,42,2.38,"$999,000.00","$875,000.00","$875,000.00",10/19/18,70,70
101,Bertrand Dr,Littlebrook,4,3,0,Bi-Level,52,0.77,"$930,000.00","$885,000.00","$875,000.00",1/2/18,72,72
81,Harris Rd,Princeton Center,4,2,1,Split,60,0.28,"$769,000.00","$769,000.00","$880,000.00",9/4/18,5,5
21,Forester Dr,Riverside,4,2,1,Split,55,0.24,"$929,000.00","$915,000.00","$885,000.00",10/5/18,20,36
160,Ridgeview Cir,Princeton Ridge,3,2,1,Contemp,67,1.03,"$929,000.00","$924,000.00","$890,000.00",8/15/18,117,117
186,Birch Av,Princeton Center,4,3,1,Contemp,10,0.08,"$880,000.00","$880,000.00","$892,650.00",6/1/18,10,10
21,Bank St,Princeton Center,3,2,1,Twin,NA,0.03,"$1,199,500.00","$938,500.00","$900,000.00",9/12/18,162,162
285,Moore St,Princeton Center,4,3,0,Cape,49,0.52,"$949,000.00","$949,000.00","$900,000.00",1/3/18,53,53
673,Lawrenceville Rd,Battlefield Area,5,4,1,Contemp,33,4.24,"$1,299,500.00","$999,888.00","$900,111.00",5/8/18,273,273
536,Lake Dr,Riverside,4,2,0,Split,63,0.55,"$799,000.00","$799,000.00","$904,000.00",3/19/18,9,9
171,Westcott Rd,Western Section,4,3,1,Contemp,49,0.65,"$935,000.00","$935,000.00","$912,500.00",7/3/18,139,139
40,Leabrook Ln,Littlebrook,4,2,1,Bi-Level,53,0.61,"$945,000.00","$929,000.00","$914,000.00",10/9/18,48,48
17,Fisher Ave,Littlebrook,4,2,0,Contemp,66,0.21,"$899,000.00","$899,000.00","$925,000.00",6/22/18,9,9
15,Pelham St,Riverside,3,2,0,Colonial,98,0.11,"$875,000.00","$875,000.00","$925,000.00",6/5/18,18,18
52,Herrontown Ln,Littlebrook,5,3,0,Contemp,40,1,"$989,000.00","$949,500.00","$925,000.00",2/23/18,60,60
20,Governors Ln,Littlebrook,4,3,1,End Unit,21,0.3,"$979,000.00","$957,000.00","$930,000.00",2/9/18,126,126
9,Andrews Ln,Princeton Ridge,4,3,1,Contemp,33,0.6,"$1,100,000.00","$1,050,000.00","$935,000.00",6/1/18,54,54
23,Hemlock Cir,Riverside,5,2,2,Colonial,52,0.48,"$936,000.00","$936,000.00","$936,000.00",7/27/18,7,7
86,Poe Rd,Littlebrook,5,2,1,Split,55,0.81,"$937,000.00","$937,000.00","$937,000.00",7/9/18,4,4
299,Edgerstoune Rd,Hun Area,4,2,1,Ranch,65,0.8,"$950,000.00","$950,000.00","$940,000.00",8/15/18,14,14
35,Knoll Dr,Riverside,4,3,0,Split,62,0.5,"$899,000.00","$899,000.00","$950,000.00",10/11/18,13,13
148,Poe Rd,Littlebrook,3,3,0,Ranch,60,0.83,"$849,000.00","$849,000.00","$950,000.00",5/25/18,11,11
168,Guyot Ave,Princeton Center,5,2,1,Split,53,0.29,"$899,000.00","$899,000.00","$952,000.00",6/8/18,9,9
224,Stuart Rd E,Littlebrook,5,3,1,Colonial,30,0.66,"$1,099,500.00","$1,099,500.00","$970,000.00",6/26/18,82,169
276,Gallup Rd,Battlefield Area,6,3,2,Colonial,45,2.06,"$1,255,000.00","$1,055,000.00","$970,000.00",1/5/18,127,127
49,Pardoe Rd,Western Section,4,1,1,Split,63,0.57,"$975,000.00","$975,000.00","$975,000.00",5/22/18,45,45
59,Leabrook Ln,Littlebrook,4,2,1,Colonial,56,0.5,"$899,000.00","$899,000.00","$979,000.00",5/2/18,10,10
151,Patton Ave,Riverside,3,2,1,Colonial,77,27,"$1,099,000.00","$1,050,000.00","$990,000.00",9/28/18,74,74
65-A,Palmer Sq W,Princeton Center,3,2,0,Townhome,86,NA,"$1,095,000.00","$1,095,000.00","$999,000.00",11/9/18,28,28
185,Shadybrook Ln,Littlebrook,4,3,1,Split,61,0.76,"$999,000.00","$999,000.00","$999,999.00",7/14/18,6,6
404,Snowden Ln,Littlebrook,5,3,0,Colonial,55,3.36,"$1,195,000.00","$1,099,999.00","$999,999.00",6/15/18,176,176
78,Magnolia Ln,Littlebrook,4,4,0,Split,63,0.73,"$999,999.00","$999,999.00","$999,999.00",5/31/18,1,1
39,Lovers Ln,Institute Area,4,2,1,Colonial,68,0.6,"$1,095,000.00","$1,095,000.00","$999,999.00",5/18/18,17,17
852,Kingston Rd,Littlebrook,4,3,1,Colonial,20,0.88,"$1,000,000.00","$1,000,000.00","$1,000,000.00",11/15/18,83,83
44,Westcott Rd,Western Section,5,3,0,Colonial,89,0.57,"$999,000.00","$999,000.00","$1,009,900.00",5/31/18,20,20
552,Lake Dr,Riverside,4,3,0,Contemp,63,0.48,"$925,000.00","$925,000.00","$1,015,000.00",7/13/18,7,7
119,Poe Rd,Littlebrook,5,2,1,Split,58,0.92,"$999,999.00","$999,999.00","$1,020,000.00",7/20/18,11,11
99,Jefferson Rd,Princeton Center,4,2,1,Colonial,88,0.17,"$989,000.00","$989,000.00","$1,046,000.00",5/31/18,6,6
46,Greenway Terrace,Rosedale Area,4,2,1,Colonial,44,2.07,"$999,000.00","$999,000.00","$1,050,000.00",4/20/18,8,22
280,Edgerstoune Rd,Hun Area,4,3,1,Colonial,63,0.69,"$999,000.00","$999,000.00","$1,062,500.00",6/29/18,8,8
135,Crestview Dr,Princeton Ridge,5,2,1,Colonial,58,1.56,"$1,098,000.00","$1,098,000.00","$1,065,000.00",7/18/18,8,8
11,Elm Rd,Western Section,3,2,1,Normandy,76,0.71,"$950,000.00","$950,000.00","$1,088,460.00",4/19/18,1,1
565,Pretty Brook Rd,Pretty Brook Area,4,3,1,Colonial,78,2,"$1,169,000.00","$1,169,000.00","$1,100,000.00",9/20/18,4,4
83,Philip Dr,Riverside,5,3,0,Colonial,55,0.57,"$1,199,000.00","$1,199,000.00","$1,100,000.00",9/13/18,16,16
113,Gallup Rd,Battlefield Area,5,3,1,Colonial,44,2,"$1,295,000.00","$1,100,000.00","$1,100,000.00",7/21/18,301,301
29,Snowden Ln,Littlebrook,4,2,1,Colonial,75,0.92,"$1,125,000.00","$1,125,000.00","$1,115,000.00",6/19/18,14,14
254,Hawthorne Av,Princeton Center,4,2,1,Colonial,68,0.2,"$1,150,000.00","$1,150,000.00","$1,125,000.00",7/6/18,11,11
304,Ewing St,Princeton Center,4,2,1,Colonial,0,0.16,"$1,195,000.00","$1,175,000.00","$1,125,000.00",2/23/18,123,294
48,Philip Dr,Riverside,5,4,0,Colonial,54,0.52,"$995,000.00","$995,000.00","$1,150,000.00",12/17/18,17,17
